,As of Date,Facility PFI,Facility Name,DOH Region,Facility County,Facility Network,NY Forward Region,Patients Currently Hospitalized,Patients Newly Admitted,Patients Positive After Admission,Patients Discharged,Patients Currently in ICU,Patients Currently ICU Intubated,Patients Expired,Cumulative COVID-19 Discharges to Date,Cumulative COVID-19 Fatalities to Date,Total Staffed Beds,Total Staffed Beds Currently Available,Total Staffed ICU Beds,Total Staffed ICU Beds Currently Available,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years,Hospitalized Indicator
3581,9/30/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"1,002",258,330,73.0,25.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0
3582,9/30/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,19.0,0.0,2.0,3.0,2.0,2.0,1.0,"2,857",671,818,102.0,85.0,17.0,0.0,0.0,1.0,1.0,5.0,3.0,6.0,1.0,2.0,0
3583,9/30/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,4.0,1.0,0.0,0.0,2.0,0.0,0.0,624,329,355,9.0,31.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3584,9/30/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,2.0,0.0,0.0,0.0,1.0,1.0,0.0,651,294,300,67.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3585,9/30/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,3.0,0.0,1.0,2.0,2.0,2.0,0.0,"1,230",449,437,65.0,78.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
3586,9/30/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3587,9/30/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,495,94,170,72.0,21.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
3588,9/30/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3589,9/30/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,5.0,0.0,1.0,0.0,0.0,0.0,1.0,"1,187",407,421,56.0,42.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
3590,9/30/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,4.0,0.0,1.0,1.0,0.0,0.0,2.0,204,88,280,74.0,30.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
3591,10/1/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,8.0,0.0,0.0,0.0,2.0,0.0,0.0,305,95,684,234.0,149.0,71.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0
3592,10/1/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,265,90.0,118.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3593,10/1/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,9.0,0.0,1.0,0.0,0.0,0.0,0.0,237,43,518,30.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0
3594,10/1/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,13,316,43.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3595,10/1/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,13,241,66.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3596,10/1/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,166,62.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3597,10/1/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,21,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3598,10/1/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,19.0,1.0,0.0,2.0,6.0,3.0,0.0,547,111,163,126.0,96.0,90.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,3.0,3.0,0
3599,10/1/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,0.0,0.0,1.0,1.0,0.0,0.0,804,286,457,54.0,32.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
3600,10/1/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,2.0,0.0,0.0,2.0,0.0,0.0,0.0,"1,004",258,330,98.0,25.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
3601,10/1/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,16.0,0.0,0.0,0.0,2.0,2.0,0.0,"2,857",671,818,117.0,85.0,19.0,0.0,0.0,1.0,0.0,4.0,3.0,6.0,1.0,1.0,0
3602,10/1/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,4.0,0.0,0.0,0.0,2.0,0.0,0.0,624,329,355,29.0,31.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3603,10/1/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,2.0,0.0,0.0,0.0,1.0,1.0,0.0,651,294,300,70.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3604,10/1/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,3.0,0.0,0.0,0.0,2.0,1.0,0.0,"1,230",449,437,62.0,78.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
3605,10/1/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3606,10/1/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,495,94,170,73.0,21.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
3607,10/1/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3608,10/1/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,187",407,421,62.0,42.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
3609,10/1/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,5.0,0.0,1.0,0.0,0.0,0.0,0.0,204,88,280,77.0,30.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0
3610,10/2/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,10.0,0.0,2.0,0.0,4.0,1.0,0.0,305,95,684,236.0,149.0,73.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,0
3611,10/2/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,265,87.0,118.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3612,10/2/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,9.0,0.0,2.0,1.0,1.0,0.0,1.0,238,44,518,45.0,46.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0
3613,10/2/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,13,316,41.0,45.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3614,10/2/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,99,13,241,76.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3615,10/2/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,166,76.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3616,10/2/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,21,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3617,10/2/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,17.0,2.0,0.0,4.0,5.0,3.0,0.0,551,111,163,126.0,96.0,91.0,0.0,0.0,0.0,4.0,2.0,1.0,6.0,3.0,1.0,0
3618,10/2/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,1.0,0.0,0.0,1.0,1.0,0.0,0.0,805,286,457,55.0,32.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3619,10/2/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"1,005",258,330,89.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3620,10/2/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,17.0,1.0,2.0,2.0,3.0,2.0,0.0,"2,859",671,818,121.0,85.0,15.0,0.0,0.0,1.0,1.0,5.0,2.0,6.0,1.0,1.0,0
3621,10/2/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,3.0,0.0,0.0,1.0,3.0,0.0,0.0,625,329,355,42.0,31.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3622,10/2/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,3.0,1.0,0.0,0.0,1.0,1.0,0.0,651,294,300,61.0,38.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
3623,10/2/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,3.0,0.0,0.0,0.0,2.0,1.0,0.0,"1,230",449,437,76.0,78.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
3624,10/2/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3625,10/2/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,0.0,0.0,0.0,1.0,0.0,0.0,495,94,170,65.0,21.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
3626,10/2/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3627,10/2/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,187",407,421,55.0,42.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0
3628,10/2/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,4.0,0.0,1.0,1.0,0.0,0.0,0.0,205,88,280,86.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0
3629,10/3/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,10.0,0.0,0.0,0.0,4.0,1.0,0.0,305,95,581,140.0,177.0,100.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,0
3630,10/3/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,265,90.0,118.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3631,10/3/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,9.0,0.0,0.0,0.0,1.0,0.0,0.0,238,44,518,81.0,46.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0
3632,10/3/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,13,316,63.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3633,10/3/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100,13,241,87.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3634,10/3/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,166,69.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3635,10/3/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,21,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3636,10/3/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,16.0,1.0,0.0,2.0,5.0,4.0,0.0,553,111,163,125.0,96.0,90.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,3.0,1.0,0
3637,10/3/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,1.0,0.0,0.0,1.0,0.0,0.0,805,286,457,55.0,32.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
3638,10/3/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,005",258,330,73.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3639,10/3/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,21.0,2.0,2.0,1.0,3.0,1.0,0.0,"2,860",671,818,147.0,85.0,16.0,0.0,0.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,0
3640,10/3/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,3.0,0.0,0.0,0.0,3.0,0.0,0.0,625,329,355,45.0,31.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3641,10/3/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,3.0,0.0,0.0,0.0,1.0,1.0,0.0,651,294,300,77.0,38.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
3642,10/3/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,3.0,0.0,0.0,0.0,2.0,1.0,0.0,"1,230",449,437,109.0,78.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
3643,10/3/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3644,10/3/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,495,94,170,84.0,21.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
3645,10/3/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3646,10/3/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,5.0,0.0,0.0,1.0,0.0,0.0,0.0,"1,188",407,421,73.0,42.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0
3647,10/3/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,2.0,0.0,0.0,0.0,1.0,0.0,1.0,205,89,323,147.0,38.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
3648,10/4/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,10.0,0.0,2.0,2.0,4.0,1.0,0.0,307,95,581,180.0,177.0,104.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,0
3649,10/4/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,265,112.0,118.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3650,10/4/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,9.0,0.0,0.0,0.0,1.0,0.0,0.0,238,44,518,63.0,46.0,14.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0
3651,10/4/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,13,316,73.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3652,10/4/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,13,241,109.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3653,10/4/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,166,66.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3654,10/4/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3655,10/4/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,17.0,1.0,0.0,0.0,4.0,4.0,0.0,553,111,163,123.0,96.0,92.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,4.0,1.0,0
3656,10/4/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,2.0,0.0,0.0,0.0,1.0,0.0,0.0,805,286,457,55.0,32.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
3657,10/4/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,005",258,330,90.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3658,10/4/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,21.0,0.0,1.0,0.0,2.0,1.0,0.0,"2,860",671,818,164.0,85.0,21.0,0.0,0.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,0
